tool|sf|day|batch_type|q|parameters|time
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023266066", "person2Id": "30786325579594", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.768156290054321
Neo4j|1|2012-11-29|power|15b|{"person1Id": "26388279068117", "person2Id": "8796093030285", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.938572645187378
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186045182", "person2Id": "2199023259806", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.53223967552185
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093030849", "person2Id": "24189255811492", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.556419134140015
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10006", "person2Id": "17592186044476", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.647533655166626
Neo4j|1|2012-11-29|power|15b|{"person1Id": "30786325578699", "person2Id": "32985348843016", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.622360467910767
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186047514", "person2Id": "17592186052201", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.647924900054932
Neo4j|1|2012-11-29|power|15b|{"person1Id": "35184372091162", "person2Id": "6597069773778", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.668197631835938
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139541609", "person2Id": "21990232556921", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.57996940612793
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023258717", "person2Id": "13194139540610", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.545615196228027
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116279993", "person2Id": "2199023257490", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.619300127029419
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046513036", "person2Id": "32985348836357", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.603336334228516
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10613", "person2Id": "6597069773566", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.636742353439331
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116282224", "person2Id": "32985348840714", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.656403303146362
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046518418", "person2Id": "32985348834052", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.638327360153198
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162795118", "person2Id": "26388279069377", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.722223043441772
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093029438", "person2Id": "3903", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.527893543243408
Neo4j|1|2012-11-29|power|15b|{"person1Id": "19791209300778", "person2Id": "2199023259806", "startDate": "2010-04-13", "endDate": "2010-05-05"}|9.631242036819458
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023265878", "person2Id": "2199023264745", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.672336101531982
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023263932", "person2Id": "4398046517666", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.75942063331604
Neo4j|1|2012-11-29|power|15b|{"person1Id": "6597069776358", "person2Id": "6597069774840", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.508547067642212
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023266066", "person2Id": "8796093022416", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.479604721069336
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093030492", "person2Id": "13194139534441", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.603928804397583
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302329645", "person2Id": "13194139538197", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.619885683059692
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046513036", "person2Id": "28587302322779", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.809407472610474
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186044545", "person2Id": "26388279072795", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.544524192810059
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232561594", "person2Id": "17592186050850", "startDate": "2010-04-17", "endDate": "2010-05-09"}|9.646119832992554
Neo4j|1|2012-11-29|power|15b|{"person1Id": "30786325581005", "person2Id": "24189255813300", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.556185483932495
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116286396", "person2Id": "28587302327043", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.563311338424683
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232559485", "person2Id": "32985348841322", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.61549973487854
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116282854", "person2Id": "15393162799178", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.887214660644531
Neo4j|1|2012-11-29|power|15b|{"person1Id": "30786325579846", "person2Id": "32985348841879", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.621443033218384
Neo4j|1|2012-11-29|power|15b|{"person1Id": "35184372092350", "person2Id": "19791209302896", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.656164407730103
Neo4j|1|2012-11-29|power|15b|{"person1Id": "24189255814889", "person2Id": "37383395346560", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.596667766571045
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302329391", "person2Id": "8796093026865", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.653675556182861
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232558337", "person2Id": "13194139536937", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.571741580963135
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023265231", "person2Id": "6597069774600", "startDate": "2010-04-13", "endDate": "2010-05-05"}|9.614726543426514
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186045182", "person2Id": "2199023259811", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.589553594589233
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116285126", "person2Id": "8796093031660", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.652274370193481
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139538968", "person2Id": "26388279067145", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.675394773483276
Neo4j|1|2012-11-29|power|15b|{"person1Id": "30786325582116", "person2Id": "24189255817587", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.674642562866211
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232560648", "person2Id": "32985348838260", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.692651748657227
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023259806", "person2Id": "28587302323318", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.649708032608032
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093030849", "person2Id": "10995116283381", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.66517424583435
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023266066", "person2Id": "15393162796613", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.68134331703186
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046521444", "person2Id": "10995116281078", "startDate": "2010-04-13", "endDate": "2010-05-05"}|9.552017450332642
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093024189", "person2Id": "4398046513439", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.631402015686035
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046512501", "person2Id": "6110", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.675571918487549
Neo4j|1|2012-11-29|power|15b|{"person1Id": "26388279069794", "person2Id": "30786325586330", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.705263376235962
Neo4j|1|2012-11-29|power|15b|{"person1Id": "37383395351563", "person2Id": "8796093026181", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.51837706565857
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2975", "person2Id": "15393162797415", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.730624675750732
Neo4j|1|2012-11-29|power|15b|{"person1Id": "32985348835002", "person2Id": "6597069769816", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.793025016784668
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139539662", "person2Id": "17592186044821", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.60473370552063
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162794859", "person2Id": "10995116286339", "startDate": "2010-04-13", "endDate": "2010-05-05"}|9.608411312103271
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116285998", "person2Id": "8796093024108", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.657079219818115
Neo4j|1|2012-11-29|power|15b|{"person1Id": "6597069772556", "person2Id": "24189255812624", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.826651334762573
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046512501", "person2Id": "24189255816185", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.660501480102539
Neo4j|1|2012-11-29|power|15b|{"person1Id": "32985348843745", "person2Id": "26388279071144", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.637683153152466
Neo4j|1|2012-11-29|power|15b|{"person1Id": "35184372088917", "person2Id": "17592186044720", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.63915228843689
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186046112", "person2Id": "2199023256307", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.623024463653564
Neo4j|1|2012-11-29|power|15b|{"person1Id": "30786325586429", "person2Id": "15393162796905", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.689419507980347
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162793388", "person2Id": "19791209302242", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.571101427078247
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302330641", "person2Id": "10995116287036", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.657816171646118
Neo4j|1|2012-11-29|power|15b|{"person1Id": "30786325581787", "person2Id": "8796093026743", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.73747706413269
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023256108", "person2Id": "10995116283889", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.88121223449707
Neo4j|1|2012-11-29|power|15b|{"person1Id": "6597069776343", "person2Id": "6597069775317", "startDate": "2010-04-13", "endDate": "2010-05-05"}|9.582776546478271
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116285756", "person2Id": "2199023263915", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.605519533157349
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046513036", "person2Id": "26388279075569", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.517863273620605
Neo4j|1|2012-11-29|power|15b|{"person1Id": "19791209305390", "person2Id": "26388279069225", "startDate": "2010-04-17", "endDate": "2010-05-09"}|9.655125856399536
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162790025", "person2Id": "4398046517707", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.696769714355469
Neo4j|1|2012-11-29|power|15b|{"person1Id": "6597069768026", "person2Id": "32985348833918", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.63559103012085
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162794859", "person2Id": "19791209304097", "startDate": "2010-04-13", "endDate": "2010-05-05"}|9.604809999465942
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162791390", "person2Id": "26388279069326", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.577332258224487
Neo4j|1|2012-11-29|power|15b|{"person1Id": "9304", "person2Id": "15393162795647", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.63359022140503
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302323955", "person2Id": "21990232561480", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.535881757736206
Neo4j|1|2012-11-29|power|15b|{"person1Id": "19791209303668", "person2Id": "8796093032491", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.628280878067017
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139540712", "person2Id": "32985348835009", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.918707847595215
Neo4j|1|2012-11-29|power|15b|{"person1Id": "32985348837078", "person2Id": "6095", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.493108987808228
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093024002", "person2Id": "17592186052541", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.74094033241272
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232563479", "person2Id": "8071", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.61345648765564
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302331130", "person2Id": "8796093028083", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.73753046989441
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302331828", "person2Id": "8796093031829", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.550246000289917
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139542378", "person2Id": "35184372094784", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.537025451660156
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023262937", "person2Id": "30786325586030", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.55637788772583
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116282854", "person2Id": "28587302324197", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.715578079223633
Neo4j|1|2012-11-29|power|15b|{"person1Id": "32985348839836", "person2Id": "7244", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.91080117225647
Neo4j|1|2012-11-29|power|15b|{"person1Id": "26388279070357", "person2Id": "17592186048049", "startDate": "2010-04-17", "endDate": "2010-05-09"}|9.582032918930054
Neo4j|1|2012-11-29|power|15b|{"person1Id": "6597069767973", "person2Id": "21990232565039", "startDate": "2010-04-13", "endDate": "2010-05-05"}|9.453481674194336
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162790025", "person2Id": "26388279075550", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.51050353050232
Neo4j|1|2012-11-29|power|15b|{"person1Id": "32985348840734", "person2Id": "4728", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.513998985290527
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302329645", "person2Id": "26388279069326", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.717352628707886
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302328111", "person2Id": "6597069767877", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.630020380020142
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186052961", "person2Id": "30786325582392", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.842637777328491
Neo4j|1|2012-11-29|power|15b|{"person1Id": "24189255813899", "person2Id": "19791209301945", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.531355381011963
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232561238", "person2Id": "2972", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.605119705200195
Neo4j|1|2012-11-29|power|15b|{"person1Id": "30786325581942", "person2Id": "21990232564763", "startDate": "2010-04-13", "endDate": "2010-05-05"}|9.604752779006958
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302327032", "person2Id": "26388279072907", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.556434154510498
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302330231", "person2Id": "17592186047605", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.66015100479126
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139539662", "person2Id": "21990232563339", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.884926795959473
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116282854", "person2Id": "35184372096618", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.653995037078857
Neo4j|1|2012-11-29|power|15b|{"person1Id": "19791209310231", "person2Id": "21990232561265", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.541052341461182
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093031752", "person2Id": "32985348833444", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.609668970108032
Neo4j|1|2012-11-29|power|15b|{"person1Id": "37383395353344", "person2Id": "28587302331141", "startDate": "2010-04-13", "endDate": "2010-05-05"}|9.608809232711792
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116285126", "person2Id": "32985348843216", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.702940940856934
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232558383", "person2Id": "13194139535215", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.70576786994934
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139540541", "person2Id": "19791209302447", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.559278011322021
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232560034", "person2Id": "13194139539597", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.599928617477417
Neo4j|1|2012-11-29|power|15b|{"person1Id": "26388279074180", "person2Id": "21990232558174", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.622348308563232
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093031829", "person2Id": "2199023258064", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.848011016845703
Neo4j|1|2012-11-29|power|15b|{"person1Id": "9381", "person2Id": "10149", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.656919240951538
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046520360", "person2Id": "4398046518997", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.614701509475708
Neo4j|1|2012-11-29|power|15b|{"person1Id": "19791209301675", "person2Id": "21990232561057", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.658206939697266
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232561238", "person2Id": "24189255818972", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.82629942893982
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023258491", "person2Id": "1227", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.72992205619812
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093031597", "person2Id": "17592186049970", "startDate": "2010-04-17", "endDate": "2010-05-09"}|9.569092512130737
Neo4j|1|2012-11-29|power|15b|{"person1Id": "35184372096512", "person2Id": "30786325588006", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.664547204971313
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10006", "person2Id": "35184372090217", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.60014271736145
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232556915", "person2Id": "6597069767404", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.682585000991821
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232561594", "person2Id": "32985348841684", "startDate": "2010-04-17", "endDate": "2010-05-09"}|9.5855073928833
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093031784", "person2Id": "28587302323960", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.603718042373657
Neo4j|1|2012-11-29|power|15b|{"person1Id": "6597069773131", "person2Id": "17592186049899", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.703571319580078
Neo4j|1|2012-11-29|power|15b|{"person1Id": "26388279074273", "person2Id": "19791209301133", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.861958742141724
Neo4j|1|2012-11-29|power|15b|{"person1Id": "32985348839836", "person2Id": "8796093029209", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.692262649536133
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046513315", "person2Id": "32985348838223", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.587603092193604
Neo4j|1|2012-11-29|power|15b|{"person1Id": "19791209309689", "person2Id": "28587302330249", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.673458337783813
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232560648", "person2Id": "10995116281134", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.689929485321045
Neo4j|1|2012-11-29|power|15b|{"person1Id": "6597069771347", "person2Id": "32985348835876", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.67479658126831
Neo4j|1|2012-11-29|power|15b|{"person1Id": "6597069775204", "person2Id": "26388279072795", "startDate": "2010-04-17", "endDate": "2010-05-09"}|9.66784143447876
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093024986", "person2Id": "8796093024781", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.547620058059692
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186046568", "person2Id": "4398046513051", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.739653587341309
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302329645", "person2Id": "35184372092420", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.898934364318848
Neo4j|1|2012-11-29|power|15b|{"person1Id": "26388279069794", "person2Id": "32985348833336", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.563400983810425
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302329645", "person2Id": "2199023259552", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.676857233047485
Neo4j|1|2012-11-29|power|15b|{"person1Id": "6597069769862", "person2Id": "28587302330467", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.63769268989563
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139542144", "person2Id": "2199023262010", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.798116683959961
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139540541", "person2Id": "4398046516093", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.660063028335571
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232558337", "person2Id": "3036", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.585567951202393
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302328143", "person2Id": "2199023261968", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.484230279922485
Neo4j|1|2012-11-29|power|15b|{"person1Id": "35184372092350", "person2Id": "8796093029396", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.60011076927185
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139537479", "person2Id": "2840", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.73232126235962
Neo4j|1|2012-11-29|power|15b|{"person1Id": "8796093030849", "person2Id": "21990232557637", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.526310443878174
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2756", "person2Id": "30786325577830", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.620299816131592
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046521068", "person2Id": "19791209309187", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.818097114562988
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023262722", "person2Id": "4398046516596", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.646944761276245
Neo4j|1|2012-11-29|power|15b|{"person1Id": "21990232560648", "person2Id": "35184372094002", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.606906652450562
Neo4j|1|2012-11-29|power|15b|{"person1Id": "28587302325015", "person2Id": "8796093029444", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.640185594558716
Neo4j|1|2012-11-29|power|15b|{"person1Id": "26388279070357", "person2Id": "32985348834020", "startDate": "2010-04-17", "endDate": "2010-05-09"}|9.670636177062988
Neo4j|1|2012-11-29|power|15b|{"person1Id": "24189255813401", "person2Id": "24189255815068", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.829230785369873
Neo4j|1|2012-11-29|power|15b|{"person1Id": "3388", "person2Id": "28587302331572", "startDate": "2010-04-17", "endDate": "2010-05-09"}|9.655556917190552
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162797355", "person2Id": "30786325580740", "startDate": "2010-04-16", "endDate": "2010-05-08"}|9.675302743911743
Neo4j|1|2012-11-29|power|15b|{"person1Id": "13194139542378", "person2Id": "35184372094681", "startDate": "2010-04-19", "endDate": "2010-05-11"}|9.585345029830933
Neo4j|1|2012-11-29|power|15b|{"person1Id": "6597069769862", "person2Id": "10493", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.643354415893555
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162798829", "person2Id": "21990232559545", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.639901638031006
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186045208", "person2Id": "17592186051542", "startDate": "2010-04-17", "endDate": "2010-05-09"}|9.632355213165283
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023265970", "person2Id": "13194139538587", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.778437376022339
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023265970", "person2Id": "19791209301422", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.669363737106323
Neo4j|1|2012-11-29|power|15b|{"person1Id": "3470", "person2Id": "10995116286007", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.648494958877563
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162794069", "person2Id": "32985348835577", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.58036732673645
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186045142", "person2Id": "19791209303931", "startDate": "2010-04-14", "endDate": "2010-05-06"}|9.62382960319519
Neo4j|1|2012-11-29|power|15b|{"person1Id": "15393162793388", "person2Id": "10995116284986", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.596516847610474
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186051369", "person2Id": "4398046515400", "startDate": "2010-04-13", "endDate": "2010-05-05"}|9.89845895767212
Neo4j|1|2012-11-29|power|15b|{"person1Id": "10995116285725", "person2Id": "35184372095846", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.59398865699768
Neo4j|1|2012-11-29|power|15b|{"person1Id": "17592186045208", "person2Id": "13194139537359", "startDate": "2010-04-17", "endDate": "2010-05-09"}|9.592729806900024
Neo4j|1|2012-11-29|power|15b|{"person1Id": "37383395345773", "person2Id": "6597069775339", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.56563925743103
Neo4j|1|2012-11-29|power|15b|{"person1Id": "2199023258717", "person2Id": "17592186053708", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.671804189682007
Neo4j|1|2012-11-29|power|15b|{"person1Id": "32985348840173", "person2Id": "6597069776075", "startDate": "2010-04-15", "endDate": "2010-05-07"}|9.695744276046753
Neo4j|1|2012-11-29|power|15b|{"person1Id": "32985348843490", "person2Id": "37383395350287", "startDate": "2010-04-20", "endDate": "2010-05-12"}|9.415498971939087
Neo4j|1|2012-11-29|power|15b|{"person1Id": "3470", "person2Id": "8796093031524", "startDate": "2010-04-18", "endDate": "2010-05-10"}|9.457226514816284
Neo4j|1|2012-11-29|power|15b|{"person1Id": "4398046520273", "person2Id": "28587302326573", "startDate": "2010-04-21", "endDate": "2010-05-13"}|9.478461027145386
